"rental_id","film_id","film_title","language","category","rental_duration","rental_rate","replacement_cost","rating","actor_names","amount"
11311,45,"Attraction Newton","English             ","New",5,"4.99","14.99","PG-13","ChristopherWest,GaryPenn,RipWinslet,UmaWood","4.99"
11312,243,"Doors President","English             ","Animation",3,"4.99","22.99","NC-17","ChristianAkroyd,EdMansfield,GeneHopkins,KarlBerry,KimAllen,LucilleTracy,NatalieHopkins,ReeseWest,SylvesterDern","6.99"
11313,590,"Money Harold","English             ","New",3,"2.99","17.99","PG","AlecWayne,BurtDukakis,DebbieAkroyd,GeneWillis,IanTandy,JaneJackman,PenelopeMonroe","2.99"
11314,612,"Mussolini Spoilers","English             ","Sports",6,"2.99","10.99","G","CaryMcconaughey,DanTorn,FayKilmer,JudyDean,KennethPaltrow,OprahKilmer,VivienBergen","2.99"
11315,247,"Downhill Enough","English             ","Comedy",3,"0.99","19.99","G","BenWillis,DarylCrawford,HarveyHope,WoodyJolie","0.99"
11316,115,"Campus Remember","English             ","Action",5,"2.99","27.99","R","MatthewJohansson,ReeseKilmer,WillWilson","5.99"
11317,412,"Heavyweights Beast","English             ","Documentary",6,"4.99","25.99","G","BenWillis,BurtTemple,DanStreep,RockDukakis,WarrenJackman","4.99"
11318,521,"Lies Treatment","English             ","Drama",7,"4.99","28.99","NC-17","DanHarris,HelenVoight,JohnnyCage,JonChase,KennethTorn,WalterTorn,WarrenJackman","4.99"
11319,887,"Thief Pelican","English             ","Animation",5,"4.99","28.99","PG-13","HarrisonBale,JamesPitt,JayneNolte,JohnnyCage,KirstenPaltrow,ReneeTracy,WarrenNolte","6.99"
11320,738,"Rocketeer Mother","English             ","Foreign",3,"0.99","27.99","PG-13","ChrisBridges,JayneSilverstone,JudyDean,MerylAllen,ReneeTracy,TomMiranda,WarrenJackman","0.99"
11321,45,"Attraction Newton","English             ","New",5,"4.99","14.99","PG-13","ChristopherWest,GaryPenn,RipWinslet,UmaWood","4.99"
11322,166,"Color Philadelphia","English             ","Classics",6,"2.99","19.99","G","ChristopherWest,DarylCrawford,GrouchoDunst,JohnSuvari,OlympiaPfeiffer,PenelopeGuiness,SalmaNolte","3.99"
11323,828,"Spiking Element","English             ","Classics",7,"2.99","12.99","G","BurtTemple,DarylWahlberg,DebbieAkroyd,SusanDavis,WalterTorn,WilliamHackman","2.99"
11324,637,"Open African","English             ","Sci-Fi",7,"4.99","16.99","PG","AdamHopper,GinaDegeneres,GraceMostel,JudeCruise,JuliaMcqueen,JuliaZellweger,MillaKeitel,SissySobieski,VivienBasinger","4.99"
11325,985,"Wonderland Christmas","English             ","Sci-Fi",4,"4.99","19.99","PG","ChrisBridges,CubaOlivier,HarrisonBale,HumphreyGarland,WoodyJolie","6.99"
11326,382,"Grit Clockwork","English             ","Games",3,"0.99","21.99","PG","CameronZellweger,GeoffreyHeston,KevinGarland","0.99"
11327,169,"Comforts Rush","English             ","Travel",3,"2.99","19.99","NC-17","BelaWalken,HumphreyGarland,HumphreyWillis,MerylGibson,RussellTemple","2.99"
11328,442,"Hunting Musketeers","English             ","Family",6,"2.99","24.99","NC-17","CaryMcconaughey,JulianneDench,MichaelBening,SeanGuiness,WilliamHackman","2.99"
11329,587,"Mod Secretary","English             ","Documentary",6,"4.99","20.99","NC-17","BelaWalken,ChristianGable,GoldieBrody,LisaMonroe,WhoopiHurt,ZeroCage","4.99"
11330,942,"Vietnam Smoochy","English             ","Drama",7,"0.99","27.99","PG-13","JodieDegeneres,MatthewLeigh","0.99"
11331,829,"Spinal Rocky","English             ","Family",7,"2.99","12.99","PG-13","CameronStreep,CateHarris,ChrisBridges,ChristopherBerry,MaryTandy,NatalieHopkins,ParkerGoldberg,RussellBacall","2.99"
11332,519,"Liberty Magnificent","English             ","Sports",3,"2.99","27.99","G","AlecWayne,BenWillis,BetteNicholson,ChristianNeeson,CubaBirch,GregChaplin,WillWilson","2.99"
11333,733,"River Outlaw","English             ","Sports",4,"0.99","29.99","PG-13","GaryPhoenix,KirstenPaltrow,LisaMonroe,WarrenNolte","1.99"
11334,329,"Forrest Sons","English             ","Action",4,"2.99","15.99","R","DarylWahlberg,EdChase,MaryKeitel,RipCrawford,WalterTorn","7.99"
11335,650,"Pacific Amistad","English             ","Documentary",3,"0.99","27.99","G","AngelinaAstaire,CateMcqueen,DustinTautou,EdGuiness,HumphreyGarland,JoeSwank,JohnnyLollobrigida,SusanDavis","4.99"
11336,424,"Holocaust Highball","English             ","Children",6,"0.99","12.99","R","CarmenHunt,DarylWahlberg,MaryTandy,PenelopeMonroe,WilliamHackman","0.99"
11337,752,"Runner Madigan","English             ","Music",6,"0.99","27.99","NC-17","BobFawcett,CateHarris,ChristianNeeson,GregChaplin,GrouchoDunst,JoeSwank,MatthewJohansson,ReeseWest","2.99"
11338,807,"Sleuth Orient","English             ","Games",4,"0.99","25.99","NC-17","AlGarland,BurtTemple,ChristopherBerry,HarveyHope,MorganMcdormand,RalphCruz,WillWilson","0.99"
11339,154,"Clash Freddy","English             ","Animation",6,"2.99","12.99","G","AlanDreyfuss,HelenVoight,KimAllen,LizaBergman,MillaPeck,UmaWood,VivienBergen","2.99"
11340,307,"Fellowship Autumn","English             ","Travel",6,"4.99","9.99","NC-17","ChristianNeeson,ChristopherWest,DanHarris,FayKilmer,MenaTemple,RayJohansson,SalmaNolte","5.99"
11341,784,"Shanghai Tycoon","English             ","Travel",7,"2.99","20.99","PG","BenWillis,DanStreep,HenryBerry,JodieDegeneres,JuliaFawcett,LauraBrody,LucilleTracy,NickStallone","2.99"
11342,924,"Unforgiven Zoolander","English             ","Sci-Fi",7,"0.99","15.99","PG","CubaOlivier,EdGuiness,HarveyHope,JenniferDavis,JuliaBarrymore,MaryKeitel,NatalieHopkins","0.99"
11343,122,"Carrie Bunch","English             ","Horror",7,"0.99","11.99","PG","AngelinaAstaire,BelaWalken,GretaMalden,JudeCruise,KennethTorn,MenaTemple,ValBolger","0.99"
11344,80,"Blanket Beverly","English             ","Family",7,"2.99","21.99","G","AlanDreyfuss,BurtTemple,FredCostner,ThoraTemple","2.99"
11345,412,"Heavyweights Beast","English             ","Documentary",6,"4.99","25.99","G","BenWillis,BurtTemple,DanStreep,RockDukakis,WarrenJackman","7.99"
11346,127,"Cat Coneheads","English             ","Comedy",5,"4.99","14.99","G","AngelaWitherspoon,HelenVoight,LauraBrody,ReneeBall","4.99"
11347,43,"Atlantis Cause","English             ","Family",6,"2.99","15.99","G","AudreyOlivier,CateHarris,ChrisDepp,CubaBirch,FrancesTomei,GretaKeitel,HarveyHope,JulianneDench,WoodyHoffman","2.99"
11348,371,"Gosford Donnie","English             ","Action",5,"4.99","17.99","G","AngelaHudson,HumphreyGarland,JadaRyder","4.99"
11349,408,"Head Stranger","English             ","Games",4,"4.99","28.99","R","GaryPhoenix,JessicaBailey","4.99"
11350,280,"Empire Malkovich","English             ","Children",7,"0.99","26.99","G","CubaOlivier,DanTorn,EllenPresley,FredCostner,HelenVoight,RalphCruz,RayJohansson,RichardPenn,SidneyCrowe","0.99"
11351,55,"Barbarella Streetcar","English             ","Sci-Fi",6,"2.99","27.99","G","AlanDreyfuss,CubaAllen,GeneMckellen,MaryTandy,NickDegeneres","3.99"
11352,606,"Mummy Creatures","English             ","Sports",3,"0.99","15.99","NC-17","AngelinaAstaire,AudreyBailey,DanStreep,GinaDegeneres,GoldieBrody,HelenVoight,KevinBloom,RockDukakis,RussellBacall,SidneyCrowe,SpencerPeck,TimHackman,WalterTorn","5.99"
11353,377,"Grease Youth","English             ","Family",7,"0.99","20.99","G","AdamHopper,KirkJovovich,SidneyCrowe","0.99"
11354,411,"Heavenly Gun","English             ","Music",5,"4.99","13.99","NC-17","AudreyBailey,JohnnyLollobrigida,KevinBloom,KevinGarland,MichaelBolger,SpencerDepp","6.99"
11355,586,"Mockingbird Hollywood","English             ","Action",4,"0.99","27.99","PG","AdamHopper,JuliaMcqueen,SeanGuiness","0.99"
11356,68,"Betrayed Rear","English             ","Children",5,"4.99","26.99","NC-17","AngelinaAstaire,ChristianAkroyd,MorganMcdormand,NickDegeneres","8.99"
11357,579,"Minds Truman","English             ","Action",3,"4.99","22.99","PG-13","AnneCronyn,BurtPosey,ChrisDepp,JuliaZellweger,MatthewCarrey,ScarlettDamon","10.99"
11358,514,"Lebowski Soldiers","English             ","Drama",6,"2.99","17.99","PG-13","AlbertJohansson,JoeSwank,RichardPenn","5.99"
11359,360,"Glass Dying","English             ","Action",4,"0.99","24.99","G","AlGarland,MatthewLeigh,MichaelBolger,SusanDavis","4.99"
11360,380,"Greek Everyone","English             ","Foreign",7,"2.99","11.99","PG","BurtDukakis,CateHarris,RipWinslet,SissySobieski","2.99"
11361,249,"Dracula Crystal","English             ","Classics",7,"0.99","26.99","G","BenWillis,CameronWray,CarmenHunt,DarylCrawford,GregChaplin,IanTandy,JodieDegeneres,MichelleMcconaughey,MorganHopkins,MorganWilliams,NickWahlberg,ReeseWest,SeanWilliams","0.99"
11362,576,"Mighty Luck","English             ","Documentary",7,"2.99","13.99","PG","BelaWalken,JessicaBailey,JuliaBarrymore,JulianneDench,MenaTemple,RiverDean,RussellClose,WhoopiHurt","2.99"
11363,700,"Prix Undefeated","English             ","Family",4,"2.99","13.99","R","GoldieBrody,KirstenPaltrow,MorganHopkins,RussellBacall,SissySobieski,SusanDavis,SylvesterDern","2.99"
11364,986,"Wonka Sea","English             ","Animation",6,"2.99","24.99","NC-17","HenryBerry,JuliaMcqueen","2.99"
11365,254,"Driver Annie","English             ","Sports",4,"2.99","11.99","PG-13","CharlizeDench,ChristianAkroyd,FayWinslet,MorganMcdormand,MorganWilliams,ParkerGoldberg,SandraKilmer,UmaWood","2.99"
11366,784,"Shanghai Tycoon","English             ","Travel",7,"2.99","20.99","PG","BenWillis,DanStreep,HenryBerry,JodieDegeneres,JuliaFawcett,LauraBrody,LucilleTracy,NickStallone","4.99"
11367,315,"Finding Anaconda","English             ","Family",4,"0.99","10.99","R","CubaBirch,FrancesDay-Lewis,MatthewLeigh,RipWinslet,SidneyCrowe","0.99"
11368,190,"Creepers Kane","English             ","Classics",5,"4.99","23.99","NC-17","ChristopherBerry,JayneNolte,ReneeTracy,ScarlettBening,SylvesterDern,WilliamHackman","4.99"
11369,544,"Madison Trap","English             ","Documentary",4,"2.99","11.99","R","GregoryGooding,JodieDegeneres,RipCrawford,ThoraTemple,WalterTorn","5.99"
11370,677,"Pianist Outfield","English             ","New",6,"0.99","25.99","NC-17","DebbieAkroyd,JayneSilverstone,JohnSuvari,MichaelBening,PenelopeCronyn","0.99"
11371,72,"Bill Others","English             ","Documentary",6,"2.99","12.99","PG","AlGarland,ChrisBridges,DustinTautou,LaurenceBullock,MinnieZellweger,RussellTemple","2.99"
11372,174,"Confidential Interview","English             ","Music",6,"4.99","13.99","NC-17","ParkerGoldberg,SylvesterDern","4.99"
11373,40,"Army Flintstones","English             ","Documentary",4,"0.99","22.99","R","CaryMcconaughey,EdChase,GeneWillis,MaeHoffman,MatthewCarrey,PenelopeCronyn,RussellClose","0.99"
11374,616,"National Story","English             ","Documentary",4,"2.99","19.99","NC-17","GretaMalden,JamesPitt,JenniferDavis,RayJohansson,RitaReynolds,VivienBasinger,WilliamHackman","2.99"
11375,236,"Divine Resurrection","English             ","Games",4,"2.99","19.99","R","ChristianGable,CubaOlivier,DanHarris,HelenVoight,KennethPaltrow","4.99"
11376,555,"Mallrats United","English             ","Comedy",4,"0.99","25.99","PG","CameronZellweger,MaryKeitel,NickWahlberg,ValBolger,VivienBasinger","5.99"
11377,733,"River Outlaw","English             ","Sports",4,"0.99","29.99","PG-13","GaryPhoenix,KirstenPaltrow,LisaMonroe,WarrenNolte","2.99"
11378,837,"Stage World","English             ","Comedy",4,"2.99","19.99","PG","BelaWalken,WalterTorn","2.99"
11379,56,"Barefoot Manchurian","English             ","Action",6,"2.99","15.99","G","DarylCrawford,EdMansfield,ElvisMarx,JenniferDavis,KirkJovovich,MillaPeck,MorganWilliams,WillWilson","2.99"
11380,233,"Disciple Mother","English             ","Travel",3,"0.99","17.99","PG","AdamGrant,EwanGooding,JayneNolte,JohnnyCage,JuliaBarrymore,MatthewCarrey,PenelopeCronyn","0.99"
11381,222,"Desert Poseidon","English             ","Horror",4,"4.99","27.99","R","BurtPosey,GoldieBrody,HenryBerry,LizaBergman,ReneeBall","6.99"
11382,843,"Steel Santa","English             ","Classics",4,"4.99","15.99","NC-17","JamesPitt,MaryKeitel,UmaWood","5.99"
11383,57,"Basic Easy","English             ","Travel",4,"2.99","18.99","PG-13","EmilyDee,EwanGooding,GretaKeitel,GrouchoWilliams,JessicaBailey,PenelopeMonroe","7.99"
11384,623,"Newton Labyrinth","English             ","Foreign",4,"0.99","9.99","PG","AlbertNolte,AudreyBailey,GregChaplin,SeanWilliams","0.99"
11385,543,"Madigan Dorado","English             ","Travel",5,"4.99","20.99","R","GeneMckellen,JonChase,KirstenAkroyd,MillaKeitel,MinnieZellweger,RayJohansson","4.99"
11386,115,"Campus Remember","English             ","Action",5,"2.99","27.99","R","MatthewJohansson,ReeseKilmer,WillWilson","2.99"
11387,546,"Madre Gables","English             ","Games",7,"2.99","27.99","PG-13","DarylWahlberg,MatthewCarrey,PenelopePinkett,TomMiranda","2.99"
11388,105,"Bull Shawshank","English             ","Action",6,"0.99","21.99","NC-17","AlecWayne,AngelaWitherspoon,DanStreep,JayneNolte,JulianneDench,KirkJovovich,NickWahlberg,SandraKilmer","1.99"
11389,720,"Redemption Comforts","English             ","New",3,"2.99","20.99","NC-17","AlbertJohansson,AudreyOlivier,DebbieAkroyd,KennethPaltrow,MillaKeitel","2.99"
11390,689,"Pollock Deliverance","English             ","Foreign",5,"2.99","14.99","PG","BurtTemple,CarmenHunt,DustinTautou,GoldieBrody,GrouchoSinatra,JuliaFawcett","2.99"
11391,444,"Hustler Party","English             ","Comedy",3,"4.99","22.99","NC-17","AlecWayne,AngelinaAstaire,ChristopherWest,MinnieKilmer","9.99"
11392,58,"Beach Heartbreakers","English             ","Documentary",6,"2.99","16.99","G","BenWillis,FrancesTomei,GeneWillis,HarveyHope,MenaTemple,NickStallone,WoodyHoffman","5.99"
11393,231,"Dinosaur Secretary","English             ","Family",7,"2.99","27.99","R","BurtDukakis,JayneNeeson,LucilleTracy,MinnieKilmer,PenelopeMonroe,RussellBacall","4.99"
11394,452,"Illusion Amelie","English             ","Foreign",4,"0.99","15.99","R","DarylCrawford,GeneWillis,GretaKeitel,HumphreyGarland,KennethPaltrow,MorganMcdormand,RichardPenn","0.99"
11395,920,"Unbreakable Karate","English             ","New",3,"0.99","16.99","G","BurtPosey,DarylCrawford,GoldieBrody,HarveyHope,KirstenPaltrow,MichaelBolger,ReeseKilmer,WarrenNolte","5.99"
11396,255,"Driving Polish","English             ","Music",6,"4.99","21.99","NC-17","MatthewJohansson,NickDegeneres,PenelopeMonroe,RipWinslet,SusanDavis,VivienBergen,WillWilson","4.99"
11397,562,"Masked Bubble","English             ","Music",6,"0.99","12.99","PG-13","AdamHopper,AudreyBailey,GaryPenn","1.99"
11398,862,"Summer Scarface","English             ","Classics",5,"0.99","25.99","G","AlecWayne,AngelinaAstaire,CateHarris,DanHarris,DustinTautou,EwanGooding,MegHawke,RussellClose","3.99"
11399,454,"Impact Aladdin","English             ","Music",6,"0.99","20.99","PG-13","GinaDegeneres,VivienBergen,WarrenJackman","3.99"
11400,691,"Poseidon Forever","English             ","Sports",6,"4.99","29.99","PG-13","EwanGooding,GraceMostel,JenniferDavis,PenelopeMonroe,ReeseWest,SandraKilmer","5.99"
11401,391,"Half Outfield","English             ","Family",6,"2.99","25.99","PG-13","AnneCronyn,DarylCrawford,DebbieAkroyd,GregChaplin,HarrisonBale,SeanGuiness","3.99"
11402,724,"Remember Diary","English             ","Family",5,"2.99","15.99","R","JeffSilverstone,JodieDegeneres,KennethTorn,ReeseWest","2.99"
11403,887,"Thief Pelican","English             ","Animation",5,"4.99","28.99","PG-13","HarrisonBale,JamesPitt,JayneNolte,JohnnyCage,KirstenPaltrow,ReneeTracy,WarrenNolte","4.99"
11404,723,"Reign Gentlemen","English             ","Sci-Fi",3,"2.99","29.99","PG-13","AlecWayne,JohnnyCage,MorganHopkins","8.99"
11405,91,"Bound Cheaper","English             ","Classics",5,"0.99","17.99","PG","CubaOlivier,KarlBerry","0.99"
11406,550,"Maguire Apache","English             ","Family",6,"2.99","22.99","NC-17","AlanDreyfuss,NickWahlberg,ReneeTracy,SeanWilliams","2.99"
11407,753,"Rush Goodfellas","English             ","Family",3,"0.99","20.99","PG","AlanDreyfuss,AngelaWitherspoon,KirkJovovich,MaeHoffman,SylvesterDern","3.99"
11408,387,"Gun Bonnie","English             ","Games",7,"0.99","27.99","G","BurtDukakis,GrouchoSinatra,IanTandy,MatthewCarrey,WillWilson","0.99"
11409,807,"Sleuth Orient","English             ","Games",4,"0.99","25.99","NC-17","AlGarland,BurtTemple,ChristopherBerry,HarveyHope,MorganMcdormand,RalphCruz,WillWilson","1.99"
11410,151,"Cincinatti Whisperer","English             ","Sci-Fi",5,"4.99","26.99","NC-17","AnneCronyn,CubaAllen,JulianneDench,RussellBacall","8.99"
11411,328,"Forever Candidate","English             ","Children",7,"2.99","28.99","NC-17","JadaRyder","2.99"
11412,491,"Jumping Wrath","English             ","Children",4,"0.99","18.99","NC-17","AlanDreyfuss,AngelaHudson,CateHarris,ElvisMarx,JamesPitt,SalmaNolte,SandraKilmer,SusanDavis","5.99"
11413,247,"Downhill Enough","English             ","Comedy",3,"0.99","19.99","G","BenWillis,DarylCrawford,HarveyHope,WoodyJolie","0.99"
11414,384,"Grosse Wonderful","English             ","Music",5,"4.99","19.99","R","AlbertJohansson,CubaAllen,DanStreep,SeanGuiness","4.99"
11415,475,"Japanese Run","English             ","Horror",6,"0.99","29.99","G","AngelaHudson,BenHarris,JimMostel,JohnSuvari,KennethTorn,KimAllen,MinnieZellweger,RalphCruz,VivienBergen","2.99"
11416,402,"Harper Dying","English             ","Animation",3,"0.99","15.99","G","AlbertJohansson,FayWinslet,KennethTorn,KimAllen","6.99"
11417,677,"Pianist Outfield","English             ","New",6,"0.99","25.99","NC-17","DebbieAkroyd,JayneSilverstone,JohnSuvari,MichaelBening,PenelopeCronyn","3.99"
11418,981,"Wolves Desire","English             ","Travel",7,"0.99","13.99","NC-17","CameronWray,GretaKeitel,JayneNeeson,JessicaBailey,MorganHopkins,SandraKilmer","0.99"
11419,114,"Camelot Vacation","English             ","Sci-Fi",3,"0.99","26.99","NC-17","AlbertNolte,JudeCruise","6.99"
11420,857,"Strictly Scarface","English             ","Comedy",3,"2.99","24.99","PG-13","AlanDreyfuss,DarylCrawford,GregChaplin,WhoopiHurt","2.99"
11421,738,"Rocketeer Mother","English             ","Foreign",3,"0.99","27.99","PG-13","ChrisBridges,JayneSilverstone,JudyDean,MerylAllen,ReneeTracy,TomMiranda,WarrenJackman","7.99"
11422,76,"Birdcage Casper","English             ","Music",4,"0.99","23.99","NC-17","KennethPesci,KennethTorn,ReneeBall,SalmaNolte","5.99"
11423,753,"Rush Goodfellas","English             ","Family",3,"0.99","20.99","PG","AlanDreyfuss,AngelaWitherspoon,KirkJovovich,MaeHoffman,SylvesterDern","1.99"
11424,231,"Dinosaur Secretary","English             ","Family",7,"2.99","27.99","R","BurtDukakis,JayneNeeson,LucilleTracy,MinnieKilmer,PenelopeMonroe,RussellBacall","3.99"
11425,220,"Deer Virginian","English             ","Music",7,"2.99","13.99","NC-17","GinaDegeneres,IanTandy,LizaBergman","2.99"
